,country,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,"GINI index (World Bank estimate), average 2000-15","gini of household income reported in Gallup, by wp5-year"
188,Nicaragua,2017,6.476356506,8.575318336,0.83804369,66.25178528,0.922162771,0.010326705,0.672963321,0.849764168,0.308447897,0.590425193,NA,NA,2.657253265,0.410300642,0.48275,0.442813009
189,Niger,2016,4.234645844,6.818341255,0.682828248,50.9519043,0.701927304,0.002531102,0.814493895,0.674858928,0.325441957,0.572467506,-0.711487949,-0.637474775,2.279543877,0.538308024,0.368,0.474756449
190,Niger,2017,4.615673542,6.831231594,0.582109571,51.32594299,0.68355757,-0.012236271,0.777660012,0.731161416,0.426522374,0.601117253,NA,NA,2.780397892,0.602381825,0.368,0.65929687
191,Nigeria,2016,5.219567776,8.60056591,0.804766953,45.50125122,0.797690511,0.032186322,0.904706836,0.731986105,0.2518363,0.414326072,-1.074466944,-1.025677562,2.519959211,0.482790768,0.4155,0.500532091
192,Nigeria,2017,5.321928024,8.58562088,0.733468533,45.8731575,0.825905561,0.113301486,0.834891975,0.724990547,0.235968769,0.558790743,NA,NA,2.947903156,0.553916395,0.4155,0.46859923
193,North Cyprus,2016,5.827127934,NA,0.807690263,NA,0.796233833,NA,0.670191407,0.64366436,0.346465379,0.440594882,NA,NA,1.857637882,0.31879133,NA,0.293435723
194,Norway,2016,7.596331596,11.06943226,0.959742844,71.086586,0.954352319,0.106471196,0.409666121,0.849625945,0.209262192,0.657646239,1.374089599,1.950178385,1.579264879,0.207898363,0.271727273,0.349659204
195,Norway,2017,7.578744888,11.08178902,0.950127661,71.086586,0.953016818,0.210104033,0.249711379,0.849099994,0.202913806,0.717159748,NA,NA,1.621726036,0.213983461,0.271727273,0.328113139
196,Pakistan,2016,5.548508167,8.487689018,0.626921296,57.30535889,0.634182811,0.079944424,0.79253006,0.647639751,0.33161667,0.455683172,-1.57769084,-0.740906477,1.956958294,0.352699906,0.312571429,0.323328614
197,Pakistan,2017,5.830870628,8.519006729,0.690263569,57.46299744,0.712657094,0.030328112,0.713928223,0.586166978,0.308341086,0.557435155,NA,NA,1.778067946,0.304940373,0.312571429,0.411645055
198,Palestinian Territories,2016,4.906618118,8.46180439,0.817770958,62.95499802,0.607669413,-0.13439247,0.812464654,0.592769146,0.377641797,0.463771552,NA,NA,2.375508785,0.484143823,NA,0.420557737
199,Palestinian Territories,2017,4.62813282,NA,0.824345112,63.07249832,0.631611288,NA,0.830646336,0.596765578,0.416072041,0.414400935,NA,NA,2.521674156,0.5448578,NA,0.478864819
200,Panama,2016,6.117638111,9.968101501,0.882460237,67.87834167,0.884479761,-0.096953698,0.836976767,0.857623577,0.244131789,0.329894483,0.481653512,0.021204807,2.645735741,0.43247667,0.53675,0.534175694
201,Panama,2017,6.567658901,10.00271416,0.911904812,68.04541016,0.899573505,-0.164080471,0.840777099,0.832688808,0.242319331,0.390996099,NA,NA,2.677187681,0.407631963,0.53675,0.474342674
202,Paraguay,2016,5.801380157,9.090585709,0.93986696,63.39973068,0.853534281,-0.06036834,0.756116271,0.924560964,0.197176188,0.284559757,0.080769531,-0.621826768,1.960702538,0.337971747,0.519066667,0.476457238
203,Peru,2016,5.700628757,9.398610115,0.802856445,65.2088089,0.829843879,-0.145887688,0.86591959,0.821674764,0.338006854,0.281923383,0.06017337,-0.127632126,2.373939276,0.416434646,0.4891875,0.480143815
204,Peru,2017,5.710936546,9.413349152,0.830123365,65.40724182,0.826552153,-0.166747421,0.895384133,0.789390862,0.393873721,0.254595339,NA,NA,2.594314098,0.454271227,0.4891875,0.479469627
205,Philippines,2016,5.430832863,8.886888504,0.821298718,60.13003159,0.907595754,-0.077418268,0.791962206,0.820969462,0.290232718,0.771626711,-0.579913437,-0.235285416,2.470617771,0.454924285,0.418833333,0.533455908
206,Philippines,2017,5.594270229,8.938967705,0.851028562,60.25149155,0.925703108,-0.147851661,0.711165547,0.768981457,0.340621501,0.83773005,NA,NA,2.597185135,0.464258075,0.418833333,0.503399193
207,Poland,2016,6.162076473,10.16781044,0.91739881,68.57260132,0.870707512,-0.102382511,0.847753942,0.77662462,0.223536044,0.382713199,0.67418617,0.767235398,1.84584868,0.299549788,0.334733333,0.312157542
208,Poland,2017,6.201268196,10.21113968,0.881854117,69.09680176,0.830842614,-0.133134007,NA,0.677435517,0.203387797,0.502480447,NA,NA,1.627442837,0.262437105,0.334733333,0.260087878
209,Portugal,2016,5.446637154,10.20746899,0.90463537,71.80812836,0.83806932,-0.23237966,0.922192395,0.683566213,0.326252729,0.354542404,1.095024586,1.038751483,2.132012844,0.391436547,0.367,0.45052737
210,Portugal,2017,5.711499214,10.23670864,0.899984837,72.15874481,0.905065656,-0.182598397,0.880970538,0.649151087,0.294272572,0.501088142,NA,NA,2.205086708,0.386078447,0.367,0.44552809
211,Romania,2016,5.96887064,9.980818748,0.809229195,66.85708618,0.8217206,-0.121515714,0.949044526,0.694415331,0.257763505,0.181354657,0.391211659,0.179332837,2.199886322,0.368559897,0.290928571,0.372027576
212,Romania,2017,6.089904785,10.02889156,0.811240137,66.85708618,0.838586688,-0.164420739,0.925658047,0.733730376,0.230836198,0.298341334,NA,NA,2.141298056,0.351614386,0.290928571,0.4121176
213,Russia,2016,5.85494566,10.08689213,0.910927355,62.83301926,0.713606298,-0.194762796,0.925462723,0.636298656,0.142497227,0.584303796,-1.052689075,-0.572887778,2.090198994,0.356997162,0.39925,0.365685463
214,Russia,2017,5.578742981,10.10368347,0.896151304,62.97878265,0.73087424,-0.158567786,0.861590207,0.710230231,0.194560528,0.556597233,NA,NA,2.124688625,0.380854368,0.39925,0.377679735
215,Rwanda,2016,3.332989931,7.48085165,0.665130913,56.80096817,0.910736382,0.029825214,0.158601388,0.752310693,0.285384238,0.993604362,-0.632573783,0.244016424,1.895575166,0.568731129,0.5055,0.602567494
216,Saudi Arabia,2016,6.473921299,10.82890034,0.889932334,63.93227768,0.774267733,-0.157428324,NA,0.792998552,0.266292661,NA,-1.136798382,0.253979713,2.070084572,0.319757462,NA,0.582817852
217,Saudi Arabia,2017,6.294282436,10.81198788,0.840086281,64.08374023,0.814142168,-0.156905413,NA,0.7748757,0.305841893,NA,NA,NA,2.508923054,0.398603499,NA,0.451889485
218,Senegal,2016,4.59453392,7.774625301,0.838994384,57.63402557,0.743729651,-0.071341716,0.794353724,0.783817947,0.244851768,0.630876184,0.053708926,-0.206532046,1.815144658,0.395066112,0.402333333,0.422206491
219,Senegal,2017,4.683024883,7.811985493,0.743759334,57.98087692,0.686937034,-0.029066099,0.825241864,0.745732069,0.290836066,0.61072278,NA,NA,2.007637501,0.428705275,0.402333333,0.436694503
220,Serbia,2016,5.752754688,9.526796341,0.894894958,65.55382538,0.614370823,-0.070948005,0.889765203,0.534827054,0.298126608,0.450123101,0.130402133,-0.070651695,2.436187744,0.423481941,0.3059,0.349061996
221,Serbia,2017,5.122031212,9.561537743,0.883770406,65.68487549,0.684846342,-0.081415586,0.851457834,0.50972122,0.326407075,0.511197984,NA,NA,2.394509554,0.467492193,0.3059,0.366129756
222,Sierra Leone,2016,4.732953072,7.221711159,0.656723499,43.98784256,0.681202114,0.117161058,0.863264859,0.583939135,0.456180692,0.70091027,-0.14390333,-0.932833195,3.527820349,0.745374024,0.371,0.674809217
223,Sierra Leone,2017,4.089562416,7.253018379,0.652287126,44.38652802,0.710613549,0.08922568,0.848398328,0.600368202,0.495040029,0.73751694,NA,NA,2.59525919,0.634605587,0.371,0.583586097
224,Singapore,2016,6.033480644,11.30766296,0.925128222,75.72083282,0.903735638,0.125497803,0.047311153,0.823988736,0.110942468,0.930617273,0.622577965,2.072999477,1.302087903,0.215810403,NA,0.428276867
225,Singapore,2017,6.378437996,11.31704998,0.897349894,75.81240082,0.926127851,0.120411552,0.161790684,0.800114393,0.179324552,0.92699796,NA,NA,1.418072224,0.222322807,NA,0.564909577
226,Slovakia,2016,5.993163109,10.28273392,0.945179105,68.42127228,0.700098515,-0.077814296,0.916609168,0.774416089,0.232091576,0.372222155,0.782842278,0.677511692,1.916009426,0.319699198,0.267454545,0.282240212
227,Slovakia,2017,6.365509033,10.31394196,0.913386643,68.77391052,0.714224696,-0.072076842,0.920422673,0.788020432,0.21272248,0.34168008,NA,NA,1.897521973,0.298094302,0.267454545,0.292588055
228,Slovenia,2016,5.936821461,10.3067131,0.934487343,70.94329071,0.903551102,-0.062880538,0.838474393,0.626205564,0.271624178,0.249845102,0.996108115,0.911294937,2.107287884,0.354952216,0.249090909,0.360811561
229,Slovenia,2017,6.166837692,10.35351658,0.928187847,70.94329071,0.920862675,-0.033475116,0.828794718,0.615109682,0.285601437,0.239779726,NA,NA,1.982300639,0.321445256,0.249090909,0.359244138
230,Somalia,2016,4.667941093,NA,0.594416559,47.78492737,0.917322814,NA,0.44080174,0.891423166,0.193282232,0.700681686,-2.081905603,-2.126179695,2.17738986,0.466456145,NA,0.491746068
231,South Africa,2016,4.769739628,9.414111137,0.875389755,54.38278198,0.774136424,-0.081525691,0.812858999,0.785723627,0.301327765,0.483122289,0.256476521,0.151557788,2.779821396,0.582803607,0.6225,0.568359911
232,South Africa,2017,4.513655186,9.405202866,0.870313287,55.22930908,0.787427902,-0.139256224,0.864781916,0.784800708,0.268175244,0.423274219,NA,NA,2.419569492,0.536055446,0.6225,0.565037489
233,South Korea,2016,5.970564365,10.46269894,0.811163485,74.04169464,0.590956032,0.015434954,0.861816347,0.676223397,0.232732683,0.237081572,0.398182631,0.924594283,2.129230738,0.356621355,0.319,0.388548255
234,South Korea,2017,5.873887062,10.48973465,0.806929946,74.04169464,0.538113713,0.003354594,0.850690424,0.623377562,0.234825626,0.358582199,NA,NA,2.075729609,0.353382617,0.319,0.393612236
235,South Sudan,2016,2.888112307,7.461285591,0.532151818,49.5784874,0.439919025,0.01706657,0.785317779,0.614770651,0.549256921,0.456287563,-2.044661045,-1.846153021,2.909562349,1.007426977,0.463,0.740203083
236,South Sudan,2017,2.816622496,NA,0.556822658,50.02017212,0.456011087,NA,0.761269629,0.585602164,0.517363787,0.461550504,NA,NA,2.736837626,0.971673548,0.463,0.703007579
237,Spain,2016,6.318612099,10.41478729,0.941736817,74.36359406,0.768173754,-0.057693832,0.818558574,0.652816117,0.300829351,0.302516669,0.773103893,0.906595349,1.606149554,0.254193395,0.344545455,0.384632498
238,Spain,2017,6.230173111,10.44522285,0.903158188,74.49821472,0.755560756,-0.042156253,0.791268766,0.625055611,0.302387655,0.269585967,NA,NA,1.80572176,0.289834917,0.344545455,0.378949553
239,Sri Lanka,2017,4.330945492,9.377954483,0.822770596,65.29253387,0.827077389,0.084577233,0.844210029,0.794951618,0.269727528,0.517589927,NA,NA,2.230376005,0.514985919,0.39225,0.427296966
240,Sweden,2016,7.368744373,10.75068665,0.912060678,72.74526978,0.918036401,0.131626412,0.246182442,0.815695107,0.200606912,0.485791326,1.241599798,1.976513028,1.63049984,0.221272409,0.267454545,0.425117075
241,Sweden,2017,7.286804676,10.77040577,0.914016783,73.00654602,0.934582114,0.155486837,0.239366919,0.81354779,0.175066829,0.559461951,NA,NA,1.777176857,0.243889734,0.267454545,0.346856117
242,Switzerland,2016,7.458519936,10.95832348,0.927628279,73.17375946,0.933947086,0.075722456,0.301562965,0.779470801,0.206316724,0.798536718,1.39024353,1.980968714,1.694410086,0.227177799,0.327571429,0.510792732
243,Switzerland,2017,7.473593235,10.95554829,0.949661374,73.17375946,0.924996912,0.167874664,0.316183478,0.773997068,0.195871487,0.819706738,NA,NA,1.544615626,0.206676438,0.327571429,0.295817792
244,Taiwan Province of China,2016,6.512850761,NA,0.894989252,70.97999573,0.718925178,NA,0.810521007,0.83315289,0.108305417,0.404713333,0.981160998,1.163956642,1.964969754,0.301706553,NA,0.396370918
245,Taiwan Province of China,2017,6.359450817,NA,0.891119123,71.20999908,0.75965476,NA,0.742780089,0.837277293,0.114123158,0.322822392,NA,NA,1.869602203,0.293987989,NA,0.381671965
246,Tajikistan,2016,5.103721142,7.923922062,0.856656969,62.81229782,0.703026891,0.00938015,0.631887853,0.644484639,0.219799668,0.844887733,-1.232459188,-1.091291428,1.673879862,0.327972442,0.31875,0.336324602
247,Tajikistan,2017,5.829234123,7.956589699,0.662693322,62.97124863,0.832002461,0.124936186,0.71833688,0.602667689,0.277725339,0.92979306,NA,NA,2.212850571,0.379612565,0.31875,0.367954314
248,Tanzania,2016,2.90273428,7.856814861,0.63775593,55.99645233,0.77548492,0.170367196,0.739247262,0.693552375,0.245985955,0.899560869,-0.293201685,-0.470676929,2.513808489,0.866014004,0.384666667,0.607147813
249,Tanzania,2017,3.347121239,7.896313667,0.705010295,56.66548538,0.800495505,0.106598906,0.653606057,0.714645505,0.255335689,0.913339019,NA,NA,2.683667421,0.801783741,0.384666667,0.549375236
250,Thailand,2016,6.07363987,9.660334587,0.907543659,66.23931885,0.924145699,0.345258892,0.877978384,0.834758341,0.217879668,0.645925045,-1.015279174,0.028222356,2.232674599,0.367600769,0.402636364,0.475905448
251,Thailand,2017,5.938895226,9.688437462,0.877268732,66.41879272,0.922896802,0.202452391,0.883816779,0.81632179,0.231597617,0.605078816,NA,NA,2.243722439,0.377801329,0.402636364,0.513357759
252,Togo,2016,3.878578424,7.231366634,0.509440958,51.95782089,0.730286777,-0.002163592,0.815044165,0.604244173,0.482885897,0.485859901,-0.353067905,-0.809335232,2.548235893,0.657002568,0.437333333,0.499219447
253,Togo,2017,4.360805035,7.251669884,0.507805228,52.25727463,0.716694415,-0.037704486,0.725519598,0.614188969,0.425824255,0.48495236,NA,NA,2.494830608,0.572103202,0.437333333,0.552189291
254,Trinidad and Tobago,2017,6.191859722,10.32386494,0.916029036,61.73831177,0.859140456,-0.014604381,0.911336362,0.846467078,0.248098806,0.272540897,NA,NA,2.276676893,0.367688715,NA,0.415465385
255,Tunisia,2016,4.521453381,9.282848358,0.701822102,65.72189331,0.614438355,-0.179536998,0.810745656,0.612341106,0.378108263,0.347431242,-0.329550922,-0.19398506,2.132902622,0.471729428,0.381,0.388674706
256,Tunisia,2017,4.124342918,9.294288635,0.717381597,65.88056183,0.477956653,-0.233531162,0.868826747,0.420961887,0.377196848,0.250827312,NA,NA,2.214817524,0.537011027,0.381,0.414514333
257,Turkey,2016,5.326221943,10.07561111,0.879994631,65.57377625,0.64414674,-0.075362623,0.763706565,0.465150654,0.389962941,0.583728254,-1.316572189,-0.028506113,2.388296366,0.448403478,0.403076923,0.337579966
258,Turkey,2017,5.607262135,10.11937332,0.876467824,65.79473114,0.644434214,-0.246927157,0.670910537,0.449800909,0.312846124,0.586161256,NA,NA,1.626328588,0.290039688,0.403076923,0.326897621
259,Turkmenistan,2016,5.887051582,9.658122063,0.929032266,60.25903702,0.7485044,-0.020934045,NA,0.636388659,0.255499244,NA,-1.219764948,-1.56330049,1.15406096,0.196033776,NA,0.223470286
260,Turkmenistan,2017,5.229148865,9.702640533,0.908454895,60.39269257,0.720399201,0.04033754,NA,0.52088511,0.349627674,NA,NA,NA,1.43217814,0.273883611,NA,0.265776634
261,Uganda,2016,4.233261108,7.430756092,0.753540218,51.46006393,0.739409745,0.144682214,0.811069787,0.667976141,0.410066664,0.671565831,-0.717801034,-0.522682667,3.095494986,0.731231749,0.43325,0.655537009
262,Uganda,2017,4.000516891,7.442951202,0.739956141,51.76347733,0.772344112,0.071719982,0.81577003,0.703375638,0.400025725,0.655109107,NA,NA,2.673379421,0.668258488,0.43325,0.640636981
263,Ukraine,2016,4.028690338,8.944818497,0.884961367,63.17075348,0.5025419,0.028647501,0.891075134,0.588721693,0.219624251,0.125653401,-0.933315337,-0.654637218,2.041719675,0.50679487,0.266,0.385915518
264,Ukraine,2017,4.311067104,8.967859268,0.858324885,63.17335129,0.598875523,0.016125007,0.936764002,0.597112179,0.234763831,0.11093653,NA,NA,2.255383492,0.523161292,0.266,0.421145946
265,United Arab Emirates,2016,6.83095026,11.11443233,0.849379838,68.44501495,0.949119508,0.106182665,NA,0.775128484,0.244667903,NA,-0.340456009,1.137473464,2.145559549,0.314093858,NA,0.531380653
266,United Arab Emirates,2017,7.039419651,11.12180805,0.83552736,68.5815506,0.962016642,0.191113129,NA,0.795034885,0.207598448,NA,NA,NA,2.030040741,0.288381845,NA,0.600683749
267,United Kingdom,2016,6.8242836,10.57719326,0.954068184,71.79316711,0.821192145,0.239836901,0.458313286,0.775853157,0.22958678,0.40863207,0.808277428,1.719783783,1.628819704,0.23867996,0.342,0.382931799
268,United Kingdom,2017,7.103273392,10.58457565,0.937495291,72.05612946,0.812733293,0.281046003,0.418611348,0.758571804,0.20957242,0.440120846,NA,NA,1.615450263,0.227423355,0.342,0.372231811
269,United States,2016,6.803599834,10.88447571,0.896751285,69.7709198,0.757893085,0.12846604,0.738919556,0.80567354,0.264203817,0.297205657,0.728748739,1.493717551,1.972202778,0.289876372,0.4068,0.69331491
270,United States,2017,6.9917593,10.89986897,0.921002865,69.7709198,0.868496716,0.181657359,0.681191266,0.826555312,0.268269062,0.386535019,NA,NA,1.880687952,0.268986374,0.4068,0.610804379
271,Uruguay,2016,6.171485424,9.905831337,0.900380909,68.24830627,0.886371911,-0.085954465,0.676212788,0.84154886,0.283180267,0.423132598,1.140277624,0.747620761,2.31823349,0.37563622,0.4426,0.428162873
272,Uruguay,2017,6.336009979,9.917771339,0.91380167,68.38036346,0.897851646,-0.104762152,0.626581967,0.835861266,0.280323356,0.413032115,NA,NA,2.288598776,0.361205041,0.4426,0.399903923
273,Uzbekistan,2016,5.892539024,8.705972672,0.945102155,63.03154373,0.983803034,0.202184632,NA,0.841676295,0.146897659,0.978045106,-1.115213037,-1.136394501,2.330657482,0.395526856,0.348,0.564408362
274,Uzbekistan,2017,6.421447754,8.762778282,0.942131102,63.16617966,0.985177755,0.11402946,0.464641601,0.838989079,0.202737495,0.964690447,NA,NA,2.367688894,0.368715733,0.348,0.445986152
275,Venezuela,2016,4.041114807,9.534058571,0.901949286,64.74676514,0.457601577,-0.20690684,0.890124679,0.688201249,0.391754121,0.164021522,-1.080448508,-1.71533525,2.649299622,0.655586302,0.497166667,0.397182971
276,Vietnam,2016,5.062267303,8.692029953,0.876323581,66.07563782,0.894351125,-0.090151913,0.799240172,0.536225736,0.222550198,NA,-0.619271696,-0.19797565,1.767819405,0.349214941,0.364285714,0.436877966
277,Vietnam,2017,5.175278664,8.7426548,NA,66.24576569,NA,NA,NA,NA,NA,NA,NA,NA,1.750836015,0.338307589,0.364285714,0.466430068
278,Yemen,2016,3.825630903,7.751505375,0.775407016,54.79666519,0.532964051,-0.157162398,NA,0.469345391,0.227924526,0.267581195,-2.222765923,-1.642179132,2.105525494,0.550373375,0.357,0.411020756
279,Yemen,2017,3.253560066,NA,0.789555013,54.98103333,0.595190763,NA,NA,0.455181897,0.295063585,0.247786984,NA,NA,2.178544044,0.669587791,0.357,0.374521881
280,Zambia,2016,4.347543716,8.201649666,0.76704663,53.26715088,0.811574519,0.112272955,0.770643592,0.730679512,0.372240722,0.696891546,-0.058470815,-0.460032851,3.197226286,0.735409796,0.5274,0.68139255
281,Zambia,2017,3.932777405,8.211669922,0.74375391,53.80378342,0.823168576,0.129821524,0.739540637,0.684623301,0.387188882,0.717004061,NA,NA,2.650283098,0.673896015,0.5274,0.612799227
282,Zimbabwe,2016,3.7354002,7.538829327,0.768425405,51.8000679,0.732971489,-0.065283127,0.72361201,0.737635911,0.208554924,0.699344039,-0.863043964,-1.371214271,2.776363134,0.743257225,0.432,0.596690178
283,Zimbabwe,2017,3.63830018,7.538187027,0.754147053,52.67448425,0.752826095,-0.066004686,0.751208007,0.806428373,0.224051341,0.682646692,NA,NA,2.656847954,0.730244279,0.432,0.581483781